trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_14.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4834.90707159997,4834.90707159997,num_3,9.910377499996684,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.323157900013,4845.323157900013,num_6,4.118773500027601,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4849.872648499964,4849.872648499964,num_6,5.282250299991574,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4855.605909599981,4855.605909599981,num_1,2.3802239000215195,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858.438408999995,4858.438408999995,num_5,1.5868516999762505,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4860.471562699997,4860.471562699997,num_9,2.7467538999626413,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4863.655865699984,4863.655865699984,num_7,8.945976399991196,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4873.038092800009,4873.038092800009,num_4,3.7971374999615364,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4877.254678800004,4877.254678800004,num_1,2.0669871999998577,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4879.737631099997,4879.737631099997,num_7,1.848103100026492,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4881.987711999973,4881.987711999973,num_4,1.2226726000080816,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.620716099977,4883.620716099977,num_9,1.0536967999651097,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4885.054453299963,4885.054453299963,num_8,4.331572900002357,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4889.804415499966,4889.804415499966,num_3,5.189291000016965,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4895.454530799994,4895.454530799994,num_1,3.971576999989338,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4899.836795100011,4899.836795100011,num_5,1.4775263000046834,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4901.703418499965,4901.703418499965,num_6,2.466620600025635,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904.603049699974,4904.603049699974,num_1,2.7033821000368334,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4907.719726899988,4907.719726899988,num_7,2.6511672000051476,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910.752682899998,4910.752682899998,num_6,9.481226100004278,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4920.685545100016,4920.685545100016,num_8,8.21284300001571,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4929.335236799961,4929.335236799961,num_7,2.17925650003599,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4931.884813099983,4931.884813099983,num_2,1.7409719999996014,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934.051622900006,4934.051622900006,num_3,7.734890200023074,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4942.267642199993,4942.267642199993,num_1,3.8867966000107117,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4946.53326279996,4946.53326279996,num_6,3.188910700031556,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950.150681099971,4950.150681099971,num_4,10.595407799992245,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961.216965099971,4961.216965099971,num_2,5.32109019998461,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4966.9997460999875,4966.9997460999875,num_4,1.5062185999704525,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968.932728899992,4968.932728899992,num_6,2.582003400020767,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971.899510599964,4971.899510599964,num_5,1.6077837999910116,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4973.899403499963,4973.899403499963,num_6,1.79876430000877,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976.082428900001,4976.082428900001,None,,,,,,,,,,,athos,001,2023-12-18_16h31.44.206,game,2022.2.5,59.99289683581633,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4977.850431500003,,,,,,,
