trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,23,1,93,3,,,,,431.6847787000006,432.6856647999957,432.6849551099964,437.1347820999945,434.68533949999255,5.436851367872471,None,0,433.6850157000008,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,23,2,94,0,,,,,437.1347820999945,438.1345983999927,438.1353513099981,441.0018330999883,440.1348463999893,3.8554951683491647,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,23,3,95,2,,,,,441.0018330999883,442.0026012999879,442.00182631000064,444.635323399998,444.0016990000004,3.6331145470837813,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,24,0,96,3,,,,,444.635323399998,445.63516679999884,445.6355604099896,446.6849680000014,447.63554499999736,2.040452523848455,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,24,1,97,1,,,,,447.63554499999736,448.6355928999983,448.6348074099893,451.6515719000017,450.6355654999934,4.010478870178091,None,1,449.6353587999911,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,24,2,98,2,,,,,451.6515719000017,452.65204119999544,452.6521596100007,456.50193610000133,454.65159939999285,4.837821431165853,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,24,3,99,0,,,,,456.50193610000133,457.50185039998905,457.50186160999294,459.78554240000085,459.50279189999856,3.2804856487341194,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,25,0,100,0,,,,,459.78554240000085,460.7854576999962,460.7849774099974,462.585640099991,462.78552359998866,2.790630777477971,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,25,1,101,1,,,,,462.78552359998866,463.7862293999933,463.78606650999575,467.51821049999853,465.7856039999897,4.7297354848126085,None,1,464.7854051999893,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,25,2,102,2,,,,,467.51821049999853,468.518339199989,468.5187342099904,472.1183785999892,470.5181689000019,4.599452351406356,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,25,3,103,3,,,,,472.1183785999892,473.1192680999957,473.118617209993,475.30215599999065,475.1203158999997,3.1791947231016096,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,26,0,104,2,,,,,475.30215599999065,476.3019091999886,476.30235911000057,478.21844689999125,478.3026792999881,2.9124131756361282,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,26,1,105,3,,,,,478.3026792999881,479.3014661999914,479.30166921000057,482.20266450000054,481.30285749999166,3.8944949266326043,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,26,2,106,0,,,,,482.20266450000054,483.20191469999554,483.2024639099924,485.80196219999925,485.2022755999933,3.590692440710109,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,26,3,107,1,,,,,485.80196219999925,486.80205499999283,486.80162100999735,490.1360990999965,488.80215569998836,4.3283449134705485,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,27,0,108,1,,,,,490.1360990999965,491.122709999996,491.1233912099939,492.85265059999074,493.1363243999949,2.713907806639588,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,27,1,109,2,,,,,493.1363243999949,494.13554429999203,494.13547670999253,496.73698349999904,496.13556419999804,3.5974052997401293,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,27,2,110,3,,,,,496.73698349999904,497.7355017999944,497.7357947099896,500.5522848999972,499.73548909999954,3.8032874421212166,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,27,3,111,0,,,,,500.5522848999972,501.5521039000014,501.5526249100018,504.002236299988,503.5523175999988,3.44264174190642,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,28,0,112,1,,,,,504.002236299988,505.00223859999096,505.002291609993,507.25227050000103,507.00212589999137,3.2356531283594183,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,28,1,113,0,,,,,507.25227050000103,508.25200219999533,508.2523795099929,511.5356155999907,510.25251520000165,4.268304075914173,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,28,2,114,3,,,,,511.5356155999907,512.5358885000023,512.5360194100009,514.8688825999998,514.535951599988,3.3239862845387385,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,28,3,115,2,,,,,514.8688825999998,515.8694751000003,515.8689661100012,517.3688158000004,517.8692435999983,2.489774926348224,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,29,0,116,2,,,,,517.8692435999983,518.8701202999946,518.87013230999,523.487438199998,520.8707111999975,5.610030437732392,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,29,1,117,0,,,,,523.487438199998,524.4866565999982,524.4857427100011,525.6856489999918,526.4858819999936,2.1923503041289347,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,29,2,118,1,,,,,526.4858819999936,527.4855264999933,527.4855521099904,530.1026731999882,529.486564699997,3.602321385702811,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,29,3,119,3,,,,,530.1026731999882,531.1026894999959,531.1027483099984,533.3524771999946,533.102857299993,3.2345802314109644,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,30,0,120,3,,,,,533.3524771999946,534.3522211999953,534.3526632099907,537.4194863000012,536.3530640999961,4.0669592707690665,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,30,1,121,2,,,,,537.4194863000012,538.4193842999957,538.4188304099895,542.8034717999981,540.4192448999966,5.370963256361907,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,30,2,122,0,,,,,542.8034717999981,543.8025482999947,543.8029203099956,546.1024897999887,545.8025912000012,3.2914078438444485,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,30,3,123,1,,,,,546.1024897999887,547.1025194999966,547.102857909989,551.0690813999972,549.1023940000014,4.958919625114437,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,31,0,124,1,,,,,551.0690813999972,552.0697445999976,552.069487009992,556.9869077999901,554.0696726999886,5.9176160098100645,None,1,553.0697150999913,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,31,1,125,0,,,,,556.9869077999901,557.9872768999921,557.9860322099936,560.5362848999939,559.9865181999921,3.538417695005078,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,31,2,126,2,,,,,560.5362848999939,561.536517799992,561.5359907100006,564.0031743,563.5364351999888,3.4538309362060113,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,31,3,127,3,,,,,564.0031743,565.0031639999943,565.0028222100024,568.1028519999963,567.0028191999882,4.091335172078749,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,32,0,128,2,,,,,568.1028519999963,569.1029765999992,569.1027573099942,573.9692892000021,571.1030853999982,5.85748778661924,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,32,1,129,0,,,,,573.9692892000021,574.969878399992,574.9702513099998,576.8206274999975,576.9693841999979,2.848412448424198,None,1,575.9697101999918,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,32,2,130,1,,,,,576.9693841999979,577.9698401999922,577.9697114099923,580.4365236000012,579.9700637999922,3.463130719251069,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,32,3,131,3,,,,,580.4365236000012,581.4370919999928,581.4368182099948,585.1694787000015,583.4530535999947,4.723399489862393,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,33,0,132,3,,,,,585.1694787000015,586.1695558999927,586.1707281099895,588.936346699993,588.1697664999956,3.75790094049748,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,33,1,133,0,,,,,588.936346699993,589.9361577999953,589.9359951099992,593.3699829999969,591.9376044999954,4.421422698473405,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,33,2,134,1,,,,,593.3699829999969,594.3696703000023,594.3695892100019,599.0030946999905,596.3697204999917,5.629471700964228,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,33,3,135,2,,,,,599.0030946999905,600.0031854999979,600.003112510001,604.1036793999956,602.003796799996,5.087773927836043,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,34,0,136,1,,,,,604.1036793999956,605.1031587999896,605.1038609100011,608.9532322000014,607.1036359999998,4.848110808630311,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,34,1,137,2,,,,,608.9532322000014,609.9533873999899,609.953659209999,614.8869190999976,611.9535306999896,5.924915737869917,None,1,610.9532883999927,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,34,2,138,3,,,,,614.8869190999976,615.8872850999905,615.8867034099909,617.8870849999948,617.8870849999948,2.998386186201891,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,34,3,139,0,,,,,617.8870849999948,618.8704419999995,618.872273509996,622.2697114999901,620.8698053999979,4.383342512232592,None,1,619.8700401999959,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,35,0,140,3,,,,,622.2697114999901,623.2699487999926,623.2697934099939,626.153418899994,625.2701238000009,3.8762503582376744,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,35,1,141,2,,,,,626.153418899994,627.1537430999888,627.1529240100004,632.0196870999935,629.1533453000011,5.858800401523464,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,35,2,142,1,,,,,632.0196870999935,633.0037224999978,633.0040650099924,635.5201673999982,635.0038855000021,3.4988381456991062,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,35,3,143,0,,,,,635.5201673999982,636.5203725999891,636.5199279099994,640.2212940999889,638.521087199988,4.684712450070462,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,36,0,144,0,,,,,640.2212940999889,641.221083299999,641.2212435100024,646.2032686999883,643.2204270999937,5.980032201857092,None,1,642.2202149999939,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,36,1,145,2,,,,,646.2032686999883,647.2035884999932,647.2034917099896,650.5705587999983,649.2034310999879,4.3518577041987045,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,36,2,146,1,,,,,650.5705587999983,651.5705583999952,651.5704560099927,656.0036055999954,653.5710189999954,5.4210864387762365,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,36,3,147,3,,,,,656.0036055999954,657.0041504999972,657.0038416099939,660.220331199991,659.0035199999984,4.217161881445829,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,37,0,148,1,,,,,660.220331199991,661.2201092999894,661.2203875099891,663.1369285999972,663.220315899991,2.910975935263209,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,37,1,149,0,,,,,663.220315899991,664.2204940999945,664.2210765099968,668.5369267999922,666.220382200001,5.303596846841572,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,37,2,150,3,,,,,668.5369267999922,669.5374969999975,669.536704709995,671.7873858999956,671.5374287000013,3.2382780185066253,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,37,3,151,2,,,,,671.7873858999956,672.7877710999892,672.7875514099957,675.6704886999942,674.7880651000014,3.870149201383132,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,38,0,152,0,,,,,675.6704886999942,676.6707794999966,676.6707606099895,680.8044096999947,678.6703627999959,5.1309783195222645,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,38,1,153,1,,,,,680.8044096999947,681.804083199997,681.804084609999,682.8702743999893,683.8039680999937,2.062800760362578,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,38,2,154,2,,,,,683.8039680999937,684.8036843000009,684.8045600099955,685.8875641999912,686.8037352999963,2.069285620273162,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,38,3,155,3,,,,,686.8037352999963,687.8040713999944,687.8039915099886,691.6539402999915,689.8045315999916,4.84076040191057,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,39,0,156,3,,,,,691.6539402999915,692.6546941999986,692.6552841099998,696.0380804000015,694.6544524999917,4.370727777737029,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,39,1,157,1,,,,,696.0380804000015,697.0384510000004,697.0391377099965,700.0214858999971,699.0389727000002,3.975907843403069,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
,,,,,,,,,,,,700.0214858999971,701.0221734999941,701.0219728099997,702.6541443999886,,,,,,,,,,,,
